datetime,spread,zscore,mu,futures_pos,etf_pos
2025-10-29 13:00:00,-6.105994112839355,-1.78614131538101,-5.911725814163758,-8,83700.0
2025-10-29 13:01:00,-6.12282351522029,-1.9408741828158345,-5.911725814163758,-8,83700.0
2025-10-29 13:02:00,-6.103994112839359,-1.7677529182255947,-5.911725814163758,-8,83700.0
2025-10-29 13:03:00,-6.1085059056965605,-1.8092352376962817,-5.911725814163758,-8,83700.0
2025-10-29 13:04:00,-6.10067650331564,-1.7372501574611525,-5.911725814163758,-8,83700.0
2025-10-29 13:05:00,-6.09850590569657,-1.717293251919075,-5.911725814163758,-8,83700.0
2025-10-29 13:06:00,-6.10499411283935,-1.776947116803237,-5.911725814163758,-8,83700.0
2025-10-29 13:07:00,-6.12365291760122,-1.948499873006945,-5.911725814163758,-8,83700.0
2025-10-29 13:08:00,-6.121823515220285,-1.9316799842380614,-5.911725814163758,-8,83700.0
2025-10-29 13:09:00,-6.121311722363075,-1.926974459078205,-5.911725814163758,-8,83700.0
2025-10-29 13:10:00,-6.116652917601229,-1.8841404829629262,-5.911725814163758,-8,83700.0
2025-10-29 13:11:00,-6.11682351522029,-1.885708991349458,-5.911725814163758,-8,83700.0
2025-10-29 13:12:00,-6.11816471045843,-1.8980402067004252,-5.911725814163758,-8,83700.0
2025-10-29 13:13:00,-6.114164710458439,-1.8612634123895946,-5.911725814163758,-8,83700.0
2025-10-29 13:14:00,-6.113164710458435,-1.8520692138118218,-5.911725814163758,-8,83700.0
2025-10-29 13:15:00,-6.107164710458434,-1.7969040223454453,-5.911725814163758,-8,83700.0
2025-10-29 13:16:00,-6.104335308077495,-1.7708899349987888,-5.911725814163758,-8,83700.0
2025-10-29 13:17:00,-6.100505905696565,-1.73568164907449,-5.911725814163758,-8,83700.0
2025-10-29 13:18:00,-6.100847100934715,-1.7388186658478149,-5.911725814163758,-8,83700.0
2025-10-29 13:19:00,-6.082017698553784,-1.565697401257575,-5.911725814163758,-8,83700.0
2025-10-29 13:20:00,-6.07935889379192,-1.541251822297581,-5.911725814163758,-8,83700.0
2025-10-29 13:21:00,-6.07270008903005,-1.4800294490266257,-5.911725814163758,-8,83700.0
2025-10-29 13:22:00,-6.075211881887256,-1.5031233713418974,-5.911725814163758,-8,83700.0
2025-10-29 13:23:00,-6.074870686649106,-1.4999863545685728,-5.911725814163758,-8,83700.0
2025-10-29 13:24:00,-6.082700089030041,-1.5719714348038327,-5.911725814163758,-8,83700.0
2025-10-29 13:25:00,-6.08635889379191,-1.6056112123415998,-5.911725814163758,-8,83700.0
2025-10-29 13:26:00,-6.076870686649116,-1.5183747517241186,-5.911725814163758,-8,83700.0
2025-10-29 13:27:00,-6.102529491410991,-1.754286897971976,-5.911725814163758,-8,83700.0
2025-10-29 13:28:00,-6.09435889379192,-1.679164800963522,-5.911725814163758,-8,83700.0
2025-10-29 13:29:00,-6.101358893791911,-1.7435241910075407,-5.911725814163758,-8,83700.0
2025-10-29 13:30:00,-6.097188296172845,-1.7051788883100478,-5.911725814163758,-8,83700.0
2025-10-29 13:31:00,-6.091529491410995,-1.653150713616996,-5.911725814163758,-8,83700.0
2025-10-29 13:32:00,-6.102188296172855,-1.7511498811987818,-5.911725814163758,-8,83700.0
2025-10-29 13:33:00,-6.097529491410995,-1.7083159050833725,-5.911725814163758,-8,83700.0
2025-10-29 13:34:00,-6.102041284268196,-1.7497982245540595,-5.911725814163758,-8,83700.0
2025-10-29 13:35:00,-6.116529491411001,-1.8830056780602746,-5.911725814163758,-8,83700.0
2025-10-29 13:36:00,-6.1078706866491075,-1.8033949076336429,-5.911725814163758,-8,83700.0
2025-10-29 13:37:00,-6.087723674744467,-1.6181592794345068,-5.911725814163758,-8,83700.0
2025-10-29 13:38:00,-6.094723674744472,-1.682518669478656,-5.911725814163758,-8,83700.0
2025-10-29 13:39:00,-6.103553077125397,-1.7636979482915582,-5.911725814163758,-8,83700.0
2025-10-29 13:40:00,-6.113211881887253,-1.852502917295571,-5.911725814163758,-8,83700.0
2025-10-29 13:41:00,-6.108211881887257,-1.8065319244069675,-5.911725814163758,-8,83700.0
2025-10-29 13:42:00,-6.105382479506318,-1.1303530940221813,-5.9557335794224,-8,83700.0
2025-10-29 13:43:00,-6.123211881887258,-1.2650251172349187,-5.9557335794224,-8,83700.0
2025-10-29 13:44:00,-6.123211881887258,-1.2650251172349187,-5.9557335794224,-8,83700.0
2025-10-29 13:45:00,-6.124211881887263,-1.272578484439046,-5.9557335794224,-8,83700.0
2025-10-29 13:46:00,-6.136700089030043,-1.3669064987092217,-5.9557335794224,-8,83700.0
2025-10-29 13:47:00,-6.151700089030044,-1.4802070067705937,-5.9557335794224,-8,83700.0
2025-10-29 13:48:00,-6.137700089030048,-1.374459865913349,-5.9557335794224,-8,83700.0
2025-10-29 13:49:00,-6.1327000890300525,-1.3366930298929274,-5.9557335794224,-8,83700.0
2025-10-29 13:50:00,-6.136382479506324,-1.3645074773490526,-5.9557335794224,-8,83700.0
2025-10-29 13:51:00,-6.129382479506319,-1.3116339069203764,-5.9557335794224,-8,83700.0
2025-10-29 13:52:00,-6.136870686649118,-1.368195085170238,-5.9557335794224,-8,83700.0
2025-10-29 13:53:00,-6.160188296172848,-1.5443215522245823,-5.9557335794224,-8,83700.0
2025-10-29 13:54:00,-6.159017698553782,-1.5354795985595462,-5.9557335794224,-8,83700.0
2025-10-29 13:55:00,-6.159017698553782,-1.5354795985595462,-5.9557335794224,-8,83700.0
2025-10-29 13:56:00,-6.156017698553782,-1.5128194969472717,-5.9557335794224,-8,83700.0
2025-10-29 13:57:00,-6.167017698553792,-1.5959065361923495,-5.9557335794224,-8,83700.0
2025-10-29 13:58:00,-6.160017698553787,-1.5430329657636734,-5.9557335794224,-8,83700.0
2025-10-29 13:59:00,-6.162188296172857,-1.5594282866328368,-5.9557335794224,-8,83700.0
2025-10-29 14:00:00,-6.159188296172857,-1.5367681850205626,-5.9557335794224,-8,83700.0
2025-10-29 14:01:00,-6.156700089030053,-1.5179738427911225,-5.9557335794224,-8,83700.0
2025-10-29 14:02:00,-6.151041284268189,-1.4752308124884992,-5.9557335794224,-8,83700.0
2025-10-29 14:03:00,-6.155041284268194,-1.5054442813049007,-5.9557335794224,-8,83700.0
2025-10-29 14:04:00,-6.150041284268198,-1.4676774452844792,-5.9557335794224,-8,83700.0
2025-10-29 14:05:00,-6.153211881887259,-1.4916261333576626,-5.9557335794224,-8,83700.0
2025-10-29 14:06:00,-6.1520412842681935,-1.4827841796926264,-5.9557335794224,-8,83700.0
2025-10-29 14:07:00,-6.148041284268189,-1.4525707108762247,-5.9557335794224,-8,83700.0
2025-10-29 14:08:00,-6.150211881887259,-1.4689660317453883,-5.9557335794224,-8,83700.0
2025-10-29 14:09:00,-6.150211881887259,-1.4689660317453883,-5.9557335794224,-8,83700.0
2025-10-29 14:10:00,-6.164211881887255,-1.574713172602633,-5.9557335794224,-8,83700.0
2025-10-29 14:11:00,-6.171870686649115,-1.6325629373134036,-5.9557335794224,-8,83700.0
2025-10-29 14:12:00,-6.169870686649105,-1.6174562029051491,-5.9557335794224,-8,83700.0
2025-10-29 14:13:00,-6.145553077125399,-1.433776368646892,-5.9557335794224,-8,83700.0
2025-10-29 14:14:00,-6.17138247950632,-1.628875329492218,-5.9557335794224,-8,83700.0
2025-10-29 14:15:00,-6.147723674744469,-1.4501716895160557,-5.9557335794224,-8,83700.0
2025-10-29 14:16:00,-6.154064869982605,-1.4980690656625297,-5.9557335794224,-8,83700.0
2025-10-29 14:17:00,-6.162894272363545,-1.564760784038444,-5.9557335794224,-8,83700.0
2025-10-29 14:18:00,-6.159064869982615,-1.5358359016830587,-5.9557335794224,-8,83700.0
2025-10-29 14:19:00,-6.138235467601675,-1.378503776858047,-5.9557335794224,-8,83700.0
2025-10-29 14:20:00,-6.129576662839824,-1.3131006449432565,-5.9557335794224,-8,83700.0
2025-10-29 14:21:00,-6.14274726045889,-1.4125830050573904,-5.9557335794224,-8,83700.0
2025-10-29 14:22:00,-6.1454060652207545,-1.4326659337477394,-5.9557335794224,-8,83700.0
